车型_品牌,车主报价（万）,新车指导价（万）,车牌注册日期,里程（万公里）,排量,变速箱,车龄
大众 途观 2010款 2.0TSI 自动四驱菁英版,7.38,30.59,2010,17.95,1.8T,0,11
大众POLO 2014款 1.4L 手动风尚版,4.8,8.24,2015,4.26,1.4L,1,6
大众 途安 2013款 1.4T 手动舒适版5座,5.1,18.21,2014,9.01,1.4T,1,7
哈弗H2s 2018款 红标 1.5T 双离合豪华型,6.65,11.18,2017,3.51,1.5T,0,4
大众 捷达 2015款 质惠版 1.6L 自动时尚型,4.88,10.38,2015,9.1,1.6L,0,6
大众 探岳 2019款 330TSI 两驱豪华型 国V,17.3,23.76,2019,3.2,2.0T,0,2
宝骏310W 2017款 1.5L 手动时尚型 国V,3.98,6.17,2017,4.29,1.5L,1,4
别克 英朗 2013款 GT 1.6L 手动舒适版,3.96,14.4,2014,6.7,1.6L,1,7
哈弗H6 2012款 1.5T 手动两驱精英型,3.68,12.14,2013,6.24,1.5T,1,8
奥迪Q5 2015款 40 TFSI 进取型,20.6,42.07,2015,10.0,2.0T,0,6
大众 捷达 2017款 1.5L 自动时尚型,6.98,10.38,2018,4.26,1.5L,0,3
大众 迈腾 2018款 330TSI DSG 豪华型,17.3,25.5,2018,5.72,1.8T,0,3
大众 迈腾 2017款 330TSI DSG 领先型,15.0,23.87,2017,7.2,1.8T,0,4
大众 途观 2012款 1.8TSI 自动两驱菁英版,9.3,27.66,2013,8.7,1.8T,0,8
大众 捷达 2019款 梦想版 1.5L 自动时尚型,6.88,10.29,2019,2.8,1.5L,0,2
哈弗H6 2015款 改款 运动版 1.5T 手动四驱尊贵型,5.68,15.28,2015,8.0,1.5T,1,6
大众 迈腾 2013款 2.0TSI 尊贵型,9.8,29.07,2013,16.5,2.0T,0,8
WEY VV7 2019款 升级款 2.0T 旗舰型 国V,14.0,20.49,2019,3.13,2.0T,0,2
日产 贵士 2015款 3.5L SL(进口),29.98,50.8,2015,8.26,3.5L,0,6
大众 朗逸 2017款 1.6L 自动风尚版,7.88,12.91,2018,7.88,1.6L,0,3
哈弗H6 2016款 升级版 1.5T 自动两驱精英型,6.29,12.35,2016,4.02,1.5T,0,5
大众 迈腾 2019款 330TSI DSG 领先型 国V,16.2,23.35,2018,5.73,2.0T,0,3
奔驰GLA级 2016款 GLA 200 时尚型,21.0,31.46,2017,3.57,1.6T,0,4
马自达6 2011款 2.0L 自动时尚型,4.88,19.52,2011,11.96,2.0L,0,10
大众 朗逸 2018款 280TSI DSG舒适版 国V,10.47,15.95,2019,3.04,1.4T,0,2
大众 捷达 2015款 1.4L 手动舒适型,4.48,10.07,2016,7.86,1.4L,1,5
大众 捷达 2019款 梦想版 1.4L 手动时尚型,5.48,8.66,2019,2.0,1.4L,1,2
大众 高尔夫 2011款 1.4TSI 自动舒适型,5.58,16.26,2012,9.2,1.4T,0,9
起亚K5 2012款 2.0L 自动DLX,6.88,20.49,2013,8.0,2.0L,0,8
大众 途观 2013款 2.0TSI 自动四驱旗舰版,10.38,34.28,2013,12.15,2.0T,0,8
大众 捷达 2013款 1.6L 手动舒适型,3.98,10.67,2014,10.47,1.6L,1,7
马自达CX-5 2015款 2.0L 手动两驱舒适型,7.3,18.43,2015,12.01,2.0L,1,6
奔驰 威霆 2016款 2.0T 商务版,35.98,36.47,2018,6.09,2.0T,0,3
哈弗H6 2017款 改款红标 运动版 1.5T 自动两驱豪华型,8.68,13.11,2018,5.6,1.5T,0,3
大众 捷达 2015款 1.6L 自动时尚型,6.18,10.67,2017,4.76,1.6L,0,4
大众 捷达 2013款 1.6L 手动时尚型,3.88,9.58,2014,10.7,1.6L,1,7
宝马3系 2013款 320i 时尚型,17.5,36.8,2014,4.49,2.0T,0,7
福特 福克斯 2012款 两厢 2.0L 自动豪华运动型,5.88,17.68,2012,9.9,2.0L,0,9
哈弗H7 2017款 蓝标H7L 2.0T 自动豪华型,9.68,18.45,2017,6.12,2.0T,0,4
大众 迈腾 2013款 2.0TSI 至尊型,11.98,31.78,2014,12.0,2.0T,0,7
本田CR-V 2007款 2.4L 自动四驱豪华版,8.0,26.03,2011,18.5,2.4L,0,10
日产 天籁 2018款 2.0L XL 智进版,13.8,20.28,2018,3.77,2.0L,0,3
起亚 福瑞迪 2014款 1.6L AT GLS,5.98,13.0,2015,5.94,1.6L,0,6
雪佛兰 迈锐宝 2014款 2.0L 自动舒适版,7.8,18.44,2014,7.96,2.0L,0,7
大众 迈腾 2012款 旅行版 2.0TSI 舒适型(进口),10.8,39.14,2012,10.12,2.0T,0,9
大众 途观 2015款 1.8TSI 自动四驱豪华型,11.88,30.05,2015,12.62,1.8T,0,6
日产 奇骏 2019款 2.0L CVT舒适版 2WD,15.98,21.36,2018,1.82,2.0L,0,3
吉利 博越 2018款 1.8TD 自动两驱智联型4G互联版,9.35,14.09,2019,1.23,1.8T,0,2
大众 迈腾 2015款 2.0TSI 豪华型,11.8,26.9,2015,9.0,1.8T,0,6
日产 奇骏 2017款 2.0L CVT舒适版 2WD,15.6,21.36,2018,4.31,2.0L,0,3
吉利 缤瑞 2019款 200T DCT缤致版,7.2,10.83,2019,1.71,1.0T,0,2
宝马X1 2013款 sDrive18i 领先型,12.9,35.06,2013,8.2,2.0L,0,8
大众 高尔夫 2018款 230TSI 自动舒适型,9.9,16.81,2018,2.4,1.4T,0,3
本田 凌派 2016款 1.8L CVT豪华版,9.8,14.63,2017,5.57,1.8L,0,4
大众 速腾 2018款 180TSI DSG臻享版,9.58,16.37,2017,2.3,1.2T,0,4
大众 迈腾 2017款 330TSI DSG 领先型,14.99,23.87,2017,9.9,1.8T,0,4
奔驰E级 2013款 E 260 L CGI时尚型,16.98,56.23,2013,10.09,1.8T,0,8
大众 朗逸 2011款 1.4TSI DSG品雅版,4.78,15.93,2012,8.38,1.4T,0,9
本田CR-V 2016款 2.0L 两驱都市版,15.3,20.6,2016,5.7,2.0L,0,5
大众CC 2015款 1.8TSI 豪华型,13.98,29.18,2015,8.0,1.8T,0,6
大众 宝来 2011款 1.4T 手动舒适型,3.68,13.98,2010,8.1,1.4T,1,11
马自达CX-4 2018款 2.0L 自动两驱蓝天活力版 国V,12.98,16.59,2019,2.3,2.0L,0,2
大众 朗逸 2017款 230TSI DSG舒适版,8.68,15.95,2017,6.53,1.4T,0,4
大众 帕萨特 2019款 330TSI 豪华版 国V,18.9,25.82,2019,3.0,2.0T,0,2
丰田 锐志 2010款 2.5S 风尚菁华版,9.5,25.49,2010,13.9,2.5L,0,11
福特 福克斯 2018款 两厢经典 EcoBoost 125 自动超能风尚型智行版,7.6,13.33,2018,4.42,1.0T,0,3
马自达 阿特兹 2014款 2.5L 蓝天尊崇版,10.68,23.42,2014,9.11,2.5L,0,7
马自达 昂克赛拉 2017款 三厢 1.5L 自动豪华型 国V,8.9,15.19,2017,3.86,1.5L,0,4
福特 福克斯 2018款 两厢经典 1.6L 手动风尚型智行版,6.08,12.14,2018,4.41,1.6L,1,3
奔驰R级 2014款 R 320 4MATIC 豪华型(进口),26.68,73.59,2014,16.3,3.0T,0,7
本田UR-V 2017款 370TURBO 两驱尊贵版 国V,25.8,30.37,2019,2.17,2.0T,0,2
福特 途睿欧 2017款 2.0T 自动精英版,15.8,21.37,2019,4.4,2.0T,0,2
别克 君越 2016款 28T 尊享型,15.88,29.94,2017,5.6,2.0T,0,4
福特 探险者 2016款 2.3T 风尚版(进口),22.88,48.82,2016,12.2,2.3T,0,5
雪佛兰 迈锐宝XL 2017款 1.5T 双离合锐耀版,9.7,23.87,2017,8.85,1.5T,0,4
大众 途观 2016款 300TSI 自动四驱风尚视野版,13.8,26.68,2016,11.08,1.8T,0,5
奔驰CLA级 2017款 改款 CLA 200 动感型(进口),20.9,29.2,2018,5.96,1.6T,0,3
标致408 2011款 1.6L 自动舒适版,3.38,14.53,2011,11.2,1.6L,0,10
大众 朗逸 2017款 1.6L 自动舒适版,8.68,14.53,2018,3.98,1.6L,0,3
大众CC 2015款 1.8TSI 豪华型,15.38,29.18,2015,6.64,1.8T,0,6
吉利 博瑞 2016款 2.4L 尊雅型,7.68,14.85,2017,6.0,2.4L,0,4
现代 名图 2017款 1.8L 自动智能型GLS 国V,10.99,16.26,2018,3.6,1.8L,0,3
雪佛兰 科鲁泽 2019款 RS 330T 自动痛快版 国VI,7.38,13.01,2019,2.0,1.3T,0,2
马自达6 2015款 2.0L 自动时尚型,8.88,16.04,2016,9.62,2.0L,0,5
本田 雅阁 2016款 2.0L 精英版,13.68,20.6,2016,6.72,2.0L,0,5
吉利 缤越 2019款 运动款 260T DCT游侠 国V,8.26,11.81,2019,1.73,1.5T,0,2
吉利 帝豪 2021款 冠军版 1.5L 手动舒适型,5.99,7.58,2021,0.02,1.5L,1,0
大众 速腾 2019款 200TSI DSG舒适型 国VI,12.8,16.27,2019,0.57,1.2T,0,2
雪佛兰 科沃兹 2018款 320 自动欣尚版,5.9,11.93,2017,3.24,1.5L,0,4
大众 途观 2016款 280TSI 自动两驱丝绸之路风尚版,11.58,21.14,2017,4.0,1.4T,0,4
日产 轩逸 2018款 1.6XV CVT尊享版,10.0,14.96,2018,1.88,1.6L,0,3
马自达 昂克赛拉 2017款 两厢 2.0L 自动豪华型 国V,11.28,16.27,2018,1.23,2.0L,0,3
起亚 智跑 2019款 2.0L 自动智享豪华版,12.8,15.19,2020,0.9,2.0L,0,1
马自达 阿特兹 2020款 2.5L 蓝天尊崇版,18.8,23.75,2020,1.3,2.5L,0,1
宝马X6 2013款 xDrive35i(进口),31.5,115.39,2014,14.79,3.0T,0,7
大众 高尔夫 2016款 230TSI 自动舒适型,9.88,16.81,2016,3.3,1.4T,0,5
现代ix25 2015款 1.6L 自动两驱智能型GLS,7.58,15.5,2017,8.23,1.6L,0,4
哈弗H5 2015款 2.0T 手动四驱进取型,5.68,12.03,2015,11.24,2.0T,1,6
大众 捷达 2013款 1.6L 自动时尚型,6.0,10.67,2014,10.51,1.6L,0,7
奥迪A4L 2019款 40 TFSI 进取型 国V,24.18,32.65,2019,4.58,2.0T,0,2
日产 阳光 2011款 1.5XL CVT豪华版,4.9,11.16,2015,8.1,1.5L,0,6
别克GL8 2017款 ES 28T 豪华型 国V,29.98,40.15,2018,5.52,2.0T,0,3
本田 思铂睿 2017款 2.4L 豪华版,14.95,24.95,2017,6.4,2.4L,0,4
起亚 2015款 索兰托L 2.4L 汽油4WD精英版 7座 国IV(进口),14.68,31.02,2017,5.0,2.4L,0,4
本田 缤智 2015款 1.8L CVT两驱豪华型,9.98,17.78,2015,7.82,1.8L,0,6
丰田 普拉多 2016款 2.7L 自动标准版,35.8,42.31,2016,11.95,2.7L,0,5
现代 悦动 2017款 1.6L 手动悦值版GLS,5.08,9.98,2017,6.8,1.6L,1,4
本田 艾力绅 2016款 2.4L 豪华版,26.98,31.78,2019,4.57,2.4L,0,2
奥迪Q2L 2021款 35 TFSI 时尚致雅型,19.5,25.68,2021,0.01,1.4T,0,0
哈弗H7 2017款 红标H7 2.0T 自动尊贵型,9.9,18.78,2017,11.4,2.0T,0,4
日产 奇骏 2014款 2.0L CVT舒适版 2WD,12.9,21.36,2016,5.59,2.0L,0,5
马自达 阿特兹 2020款 2.5L 蓝天运动版,16.38,21.69,2020,1.61,2.5L,0,1
大众 迈腾 2018款 改款 330TSI DSG 豪华型,17.5,25.5,2018,4.5,1.8T,0,3
大众 宝来 2012款 1.6L 手动时尚型,3.28,11.7,2012,14.03,1.6L,1,9
福特 福克斯 2019款 三厢 EcoBoost 180 自动锋潮型,10.37,14.63,2018,0.97,1.5T,0,3
大众POLO 2018款 1.5L 自动安驾型,7.4,9.76,2019,2.18,1.5L,0,2
雪佛兰 迈锐宝XL 2017款 1.5T 自动锐驰版,9.88,21.16,2017,3.85,1.5T,0,4
别克 昂科威 2019款 28T 四驱豪华型 国V,18.98,28.21,2019,2.37,2.0T,0,2
哈弗H4 2018款 红标 1.5GDIT DCT风尚型,8.1,12.59,2018,1.63,1.5T,0,3
宝马3系 2016款 328Li 时尚型,23.8,46.76,2016,7.99,2.0T,0,5
大众 途观 2016款 300TSI 自动两驱豪华版,12.78,28.2,2016,6.1,1.8T,0,5
大众 速腾 2017款 230TSI 自动舒适型,10.38,17.45,2017,5.74,1.4T,0,4
奔驰E级 2014款 改款 E 260 L 运动型,23.8,48.3,2014,7.76,1.8T,0,7
大众 迈腾 2019款 330TSI DSG 领先型 国V,18.5,23.35,2019,2.17,2.0T,0,2
日产 天籁 2015款 公爵 2.5L XV欧冠荣耀版,13.99,25.16,2015,10.73,2.5L,0,6
宝马X1 2020款 xDrive25Li 尊享型,27.98,36.88,2019,0.38,2.0T,0,2
马自达 昂克赛拉 2014款 三厢 1.5L 自动豪华型,8.28,15.08,2015,6.4,1.5L,0,6
众泰T700 2017款 1.8T 双离合尊享型,6.45,14.09,2018,6.18,1.8T,0,3
奥迪A6L 2010款 2.0 TFSI 自动标准型,8.3,43.41,2010,13.58,2.0T,0,11
福特 锐界 2016款 EcoBoost 245 两驱精锐型 5座,16.0,27.12,2016,8.12,2.0T,0,5
起亚 智跑 2011款 2.0L 自动两驱版Premium,5.98,22.66,2011,8.61,2.0L,0,10
日产 蓝鸟 2016款 1.6L CVT智酷版,8.58,14.32,2018,3.82,1.6L,0,3
哈弗H9 2017款 2.0T 柴油四驱舒适型 5座,18.8,24.73,2017,5.8,2.0T,0,4
奔驰 威霆 2011款 2.5L 7座行政版,10.98,36.8,2011,13.82,2.5L,0,10
大众 捷达 2019款 梦想版 1.5L 自动时尚型,6.88,10.29,2019,2.8,1.5L,0,2
雪佛兰 迈锐宝 2013款 2.0L 自动豪华版,6.6,19.74,2013,7.52,2.0L,0,8
别克 英朗 2017款 15N 自动进取型,6.18,13.01,2017,4.2,1.5L,0,4
大众 帕萨特 2016款 330TSI DSG尊荣版,13.75,24.2,2016,7.12,1.8T,0,5
大众CC 2019款 330TSI 魅颜版 国V,21.8,28.53,2019,1.8,2.0T,0,2
雪佛兰 迈锐宝 2018款 530T 自动豪华版,9.8,19.53,2018,3.43,1.5T,0,3
丰田 YARiS L 致炫 2016款 改款 1.5E CVT魅动版,6.8,9.31,2017,4.68,1.5L,0,4
黄海N3 2017款 2.5T手动两驱运动版XD25T5,9.3,13.87,2018,3.98,2.5T,1,3
大众 途观 2015款 1.8TSI 自动两驱豪华型,10.58,28.2,2015,15.97,1.8T,0,6
大众 捷达 2017款 1.5L 手动时尚型,5.5,9.29,2018,6.5,1.5L,1,3
日产 纳瓦拉 2017款 2.5L自动两驱豪华版QR25,13.28,17.56,2019,1.13,2.5L,0,2
大众 朗逸 2011款 1.6L 自动品雅版,4.5,14.63,2011,11.22,1.6L,0,10
哈弗H9 2015款 2.0T 四驱豪华型 7座,16.0,27.12,2016,8.9,2.0T,0,5
大众CC 2015款 1.8TSI 豪华型,13.8,29.18,2015,8.0,1.8T,0,6
大众 帕萨特 2017款 330TSI DSG御尊版,16.68,26.47,2018,4.16,1.8T,0,3
宝马5系 2013款 520Li 典雅型,18.68,46.52,2013,14.0,2.0T,0,8
日产 天籁 2016款 改款 2.0L XL舒适版,15.88,20.28,2019,0.69,2.0L,0,2
日产 奇骏 2014款 2.0L CVT舒适版 2WD,13.8,21.36,2017,8.85,2.0L,0,4
本田 思域 2016款 220TURBO CVT豪华版,10.28,15.19,2017,4.0,1.5T,0,4
现代 菲斯塔 2019款 280TGDi 智速版 国VI,11.58,15.28,2020,2.6,1.6T,0,1
大众 速腾 2015款 1.6L 手动舒适型,6.8,15.07,2016,7.42,1.6L,1,5
大众 宝来 2013款 1.6L 自动时尚型,5.3,13.0,2013,7.58,1.6L,0,8
大众CC 2019款 330TSI 魅颜版 国V,21.8,28.53,2019,1.8,2.0T,0,2
日产 楼兰 2015款 2.5L XL 两驱智尚版,17.8,29.18,2017,5.81,2.5L,0,4
大众 捷达 2017款 1.5L 自动时尚型,5.8,10.38,2017,3.0,1.5L,0,4
奔驰E级 2016款 E 200 轿跑车 灵动版(进口),26.05,57.53,2016,5.0,2.0T,0,5
大众 速腾 2014款 1.4TSI 自动豪华型,6.99,18.21,2014,8.2,1.4T,0,7
大众 途观 2015款 1.8TSI 自动四驱豪华型,11.88,30.05,2015,12.62,1.8T,0,6
大众 朗逸 2013款 改款经典 1.6L 自动风尚版,7.6,13.56,2017,2.77,1.6L,0,4
本田 凌派 2019款 180Turbo CVT舒适版 国VI,9.28,11.92,2020,2.52,1.0T,0,1
大众 高尔夫 2015款 1.4TSI 自动舒适型,8.58,16.81,2015,7.63,1.4T,0,6
福特 翼虎 2015款 1.5L GTDi 两驱风尚型,9.38,23.64,2016,7.38,1.5T,0,5
大众 迈腾 2017款 330TSI DSG 豪华型,15.98,25.5,2017,6.67,1.8T,0,4
大众 速腾 2012款 1.4TSI 手动豪华型,5.46,16.69,2013,9.02,1.4T,1,8
别克GL8 2018款 28T 豪华型 国VI,23.6,27.45,2019,2.52,2.0T,0,2
奔驰GLA级 2016款 GLA 200 时尚型,18.38,31.46,2017,4.25,1.6T,0,4
现代 途胜 2013款 2.0L 自动两驱舒适型,5.7,19.95,2014,8.14,2.0L,0,7
大众 朗逸 2017款 230TSI DSG舒适版,10.9,15.95,2018,5.79,1.4T,0,3
大众 高尔夫 2010款 1.4TSI 自动舒适型,4.8,16.26,2010,10.23,1.4T,0,11
大众CC 2016款 2.0TSI 豪华型,15.8,30.81,2016,7.3,2.0T,0,5
大众 捷达 2017款 1.4L 手动舒适型,5.3,9.98,2017,9.7,1.4L,1,4
福特 福克斯 2015款 两厢 1.6L 手动舒适型,5.38,12.35,2016,7.8,1.6L,1,5
现代 悦动 2008款 1.6L AT GL,2.88,11.81,2009,11.3,1.6L,0,12
日产 逍客 2016款 2.0L CVT豪华版,9.28,18.21,2015,7.58,2.0L,0,6
大众POLO 2018款 1.5L 自动安驾型,7.08,9.76,2018,4.7,1.5L,0,3
大众 途观 2012款 2.0TSI 舒适版(进口),10.98,39.73,2013,12.6,2.0T,0,8
大众 速腾 2014款 改款 1.4TSI 自动豪华型,7.88,18.21,2014,10.17,1.4T,0,7
大众 途昂 2017款 380TSI 四驱豪华版,25.8,40.04,2017,8.93,2.0T,0,4
日产 逍客 2017款 2.0L CVT智享版 国V,11.56,17.13,2018,3.0,2.0L,0,3
福特 蒙迪欧 2018款 EcoBoost 180 智控时尚型 国VI,13.5,20.93,2019,3.28,1.5T,0,2
日产 天籁 2011款 2.5L XL领先版,7.2,24.4,2011,9.0,2.5L,0,10
哈弗H6 2016款 升级版 1.5T 手动两驱精英型,5.8,11.05,2017,5.16,1.5T,1,4
吉利 远景SUV 2016款 1.8L 手动豪华型,5.18,8.89,2017,6.6,1.8L,1,4
现代ix35 2013款 2.0L 自动两驱智能型GLS 国IV,7.3,21.36,2014,2.39,2.0L,0,7
雪佛兰 科沃兹 2016款 1.5L 自动欣享版,5.1,9.65,2017,6.6,1.5L,0,4
丰田 花冠 2013款 1.6L 手动卓越版,6.3,10.94,2015,8.62,1.6L,1,6
雪佛兰 探界者 2019款 535T 自动驰界版 国VI,14.8,20.61,2020,0.37,1.5T,0,1
本田 飞度 2016款 1.5L LXS CVT舒适天窗版,7.88,9.31,2017,5.57,1.5L,0,4
现代 全新胜达 2015款 2.0T 自动两驱智能型 5座,11.5,26.03,2016,6.36,2.0T,0,5
日产 骊威 2015款 1.6XE 手动舒适版,5.98,9.31,2017,2.91,1.6L,1,4
大众 2019款 宝来·传奇 1.5L 自动时尚型 国V,7.88,11.81,2019,1.12,1.5L,0,2
大众 速腾 2011款 1.4TSI 自动技术型,4.6,17.67,2012,13.15,1.4T,0,9
大众 朗逸 2013款 改款 1.4TSI 手动舒适版,5.0,14.53,2013,7.9,1.4T,1,8
本田 雅阁 2016款 2.0L 舒适版,14.8,19.52,2017,6.34,2.0L,0,4
大众 高尔夫 2019款 1.6L 自动舒适型 国V,10.85,15.44,2019,3.8,1.6L,0,2
雪佛兰 创酷 2014款 1.4T 自动四驱旗舰型,5.6,16.27,2014,8.65,1.4T,0,7
大众 捷达 2010款 1.6L 伙伴,3.2,8.23,2013,9.12,1.6L,1,8
奥迪A1 2012款 1.4 TFSI Ego(进口),7.2,27.12,2012,8.27,1.4T,0,9
起亚K5 2012款 2.0L 自动DLX,7.28,20.49,2013,9.4,2.0L,0,8
大众 途观 2018款 330TSI 四驱创睿型(进口),19.38,32.43,2018,4.9,2.0T,0,3
大众 朗逸 2011款 1.6L 自动品雅版,5.18,14.63,2012,7.9,1.6L,0,9
宝马5系 2018款 528Li 上市特别版,33.8,48.84,2017,9.0,2.0T,0,4
丰田 YARiS L 致炫 2015款 1.5E 自动魅动版,6.3,9.31,2016,5.93,1.5L,0,5
奥迪A6L 2018款 30周年年型 35 TFSI 时尚型,31.2,45.35,2017,6.5,2.0T,0,4
大众POLO 2011款 1.4L 手动致乐版,2.9,9.32,2011,7.8,1.4L,1,10
现代 途胜 2009款 2.0L 自动两驱天窗型,2.6,19.95,2009,11.0,2.0L,0,12
日产 轩逸 2016款 经典 1.6XE 自动领先版,6.86,12.19,2017,4.55,1.6L,0,4
马自达 阿特兹 2015款 2.0L 蓝天豪华版,11.8,20.49,2016,6.49,2.0L,0,5
大众 高尔夫 2016款 230TSI 自动舒适型,9.5,16.81,2016,8.5,1.4T,0,5
现代 朗动 2013款 1.6L 自动领先型,5.68,13.87,2014,11.96,1.6L,0,7
马自达 阿特兹 2020款 2.5L 蓝天运动版,16.88,21.69,2019,7.23,2.5L,0,2
大众 捷达 2013款 1.6L 手动时尚型,3.88,9.58,2014,10.7,1.6L,1,7
起亚KX CROSS 2017款 1.4L MT GLS,5.8,8.13,2018,6.5,1.4L,1,3
奔驰E级 2019款 E 200 L,39.18,46.22,2019,5.76,2.0T,0,2
大众 宝来 2012款 1.6L 手动时尚型,3.3,11.7,2011,9.0,1.6L,1,10
宝马3系GT 2014款 320i 领先型(进口),19.9,48.3,2015,11.25,2.0T,0,6
哈弗H2s 2018款 蓝标 1.5T 双离合豪华型,6.98,11.07,2018,5.21,1.5T,0,3
大众 速腾 2014款 1.4TSI 手动豪华型,6.88,16.69,2014,8.0,1.4T,1,7
英菲尼迪Q50L 2015款 2.0T 舒适版,16.2,30.37,2015,2.5,2.0T,0,6
马自达5 2013款 2.0L 自动舒适型(进口),8.1,19.19,2013,11.56,2.0L,0,8
大众CC 2020款 330TSI 魅颜版 国VI,22.88,28.53,2020,0.01,2.0T,0,1
大众 途观 2016款 280TSI 自动两驱丝绸之路风尚版,13.1,21.14,2018,1.79,1.4T,0,3
宝马X3 2019款 xDrive28i 豪华套装,36.6,46.22,2019,4.66,2.0T,0,2
大众 速腾 2015款 1.6L 自动舒适型,7.48,16.37,2015,8.6,1.6L,0,6
奥迪Q5 2016款 40 TFSI 进取型,21.58,41.62,2016,11.12,2.0T,0,5
日产 骐达 2011款 1.6L CVT舒适型,4.97,12.52,2013,11.69,1.6L,0,8
大众CC 2020款 330TSI 魅颜版 国VI,22.88,28.53,2020,0.01,2.0T,0,1
吉利 博越 2020款 1.8TD DCT智慧PRO,9.98,13.76,2019,1.4,1.8T,0,2
本田 凌派 2013款 1.8L 自动豪华版,6.88,14.63,2013,10.8,1.8L,0,8
大众 高尔夫 2015款 1.4TSI 自动舒适型,8.9,16.81,2015,6.3,1.4T,0,6
奔驰C级 2020款 改款 C 260 运动版,28.8,34.06,2020,2.0,1.5T,0,1
大众 迈腾 2017款 330TSI DSG 领先型,15.0,23.87,2017,7.2,1.8T,0,4
马自达CX-7 2011款 2.5L 豪华型(进口),15.5,31.57,2021,0.18,2.5L,0,0
宝马3系 2015款 320Li 超悦版时尚型,17.45,37.97,2015,11.93,2.0T,0,6
大众 迈腾 2019款 280TSI DSG 舒适型 国V,14.68,20.2,2018,4.23,1.4T,0,3
宝马X1 2016款 sDrive18Li 尊享型,16.5,33.22,2016,4.14,1.5T,0,5
哈弗F7 2019款 2.0T 四驱70周年限量版,10.1,16.68,2019,1.66,2.0T,0,2
大众CC 2015款 1.8TSI 豪华型,13.98,29.18,2015,6.79,1.8T,0,6
大众 速腾 2017款 1.6L 自动舒适型,8.9,16.37,2017,7.2,1.6L,0,4
马自达 昂克赛拉 2017款 三厢 1.5L 自动舒适型 国V,9.6,13.45,2018,2.7,1.5L,0,3
大众 迈腾 2018款 330TSI DSG 领先型,17.8,23.87,2018,2.74,1.8T,0,3
马自达 昂克赛拉 2017款 三厢 1.5L 自动豪华型 国V,10.61,15.19,2019,2.11,1.5L,0,2
大众 高尔夫 2012款 1.6 自动舒适型,6.6,14.42,2013,12.33,1.6L,0,8
哈弗H6 2018款 运动版 1.5T 自动两驱精英型 国V,8.4,12.27,2019,1.79,1.5T,0,2
别克 昂科拉 2014款 1.4T 自动两驱都市精英型,5.7,17.36,2014,5.7,1.4T,0,7
大众 途观 2015款 1.8TSI 自动两驱豪华型,10.58,28.2,2015,15.97,1.8T,0,6
本田XR-V 2015款 1.8L VTi CVT豪华版,10.8,17.67,2015,8.51,1.8L,0,6
宝马3系 2018款 320Li 领先型M运动套装,25.98,37.97,2018,3.72,2.0T,0,3
吉利 经典帝豪 2012款 三厢 1.8L 手动舒适型,2.35,8.99,2012,14.7,1.8L,1,9
马自达 昂克赛拉 2016款 两厢 1.5L 自动豪华型,8.68,15.08,2016,3.7,1.5L,0,5
大众 迈腾 2018款 改款 330TSI DSG 豪华型,17.6,25.5,2018,4.39,1.8T,0,3
现代 菲斯塔 2019款 280TGDi 运动版 国VI,12.8,14.52,2020,0.58,1.6T,0,1
马自达CX-4 2016款 2.5L 自动四驱蓝天激情版,11.67,20.93,2017,5.61,2.5L,0,4
奥迪Q3 2017款 30 TFSI 时尚型,17.2,28.14,2017,6.09,1.4T,0,4
雪佛兰 科鲁兹 2013款 1.8L SE AT,4.6,14.86,2014,7.3,1.8L,0,7
大众 途观 2013款 2.0TSI 自动四驱旗舰版,10.38,34.28,2013,12.15,2.0T,0,8
大众 途观 2010款 1.8TSI 自动两驱风尚版,6.55,25.38,2010,11.18,1.8T,0,11
宝马X1 2018款 sDrive18Li 尊享型,18.98,32.98,2018,5.56,1.5T,0,3
现代ix25 2017款 1.6L 自动智能型,10.3,14.42,2019,4.81,1.6L,0,2
别克GL6 2019款 18T 6座互联豪华型 国VI,11.58,16.92,2019,0.7,1.3T,0,2
大众 高尔夫 2014款 1.4TSI 自动舒适型,8.5,16.81,2014,9.02,1.4T,0,7
大众 捷达 2015款 1.6L 自动时尚型,4.8,10.67,2014,5.0,1.6L,0,7
大众 途观 2013款 2.0TSI 自动四驱旗舰版,10.38,34.28,2013,12.15,2.0T,0,8
大众 捷达 2017款 1.5L 自动时尚型,6.98,10.38,2018,4.26,1.5L,0,3
丰田 汉兰达 2018款 2.0T 四驱豪华版 7座 国V,29.5,32.54,2019,6.7,2.0T,0,2
奔驰GLC级 2020款 GLC 260 L 4MATIC 豪华型,38.98,45.89,2019,3.59,2.0T,0,2
别克GL8 2011款 3.0L GT豪华商务豪雅版,13.5,39.95,2012,14.0,3.0L,0,9
大众 速腾 2014款 1.4TSI 手动豪华型,6.88,16.69,2014,8.0,1.4T,1,7
奥迪TT 2011款 TT Coupe 2.0TFSI(进口),15.88,56.34,2012,9.88,2.0T,0,9
本田 杰德 2016款 1.8L 自动舒适精英版 5座,10.3,17.13,2016,5.48,1.8L,0,5
现代 瑞纳 2014款 1.4L 手动智能型GLS,3.58,8.56,2016,4.3,1.4L,1,5
大众 速腾 2017款 230TSI 自动舒适型,10.48,17.45,2017,6.8,1.4T,0,4
别克GL8 2018款 28T 豪华型 国VI,22.98,27.45,2019,3.7,2.0T,0,2
马自达 昂克赛拉 2016款 三厢 1.5L 手动舒适型,6.88,12.47,2016,5.13,1.5L,1,5
